"","GSM445939","GSM445940","GSM445952","GSM445965","GSM445966","GSM445995","GSM446005","GSM446015","GSM446019","GSM446020","GSM446030","GSM446032","GSM446033","GSM446035","GSM446036","GSM446037","GSM446038","GSM446039","GSM446047","GSM446056","GSM446088","GSM446102","GSM446119","GSM446120","GSM446127","GSM446143","GSM446147","GSM445923","GSM446023","GSM446027","GSM446058","GSM446059","GSM446096","GSM446099","GSM446115","GSM446117","GSM446118","GSM446124","GSM446130","GSM446137","GSM446140","GSM446142","GSM446145","GSM446148","GSM446149","GSM446151","GSM445922","GSM445935","GSM445938","GSM445943","GSM445950","GSM445959","GSM445964","GSM445970","GSM445972","GSM445983","GSM445989","GSM445990","GSM446010","GSM446017","GSM446025","GSM446034","GSM446051","GSM446054","GSM446055","GSM446057","GSM446066","GSM446067","GSM446123","GSM446125","GSM446128","GSM446129","GSM446139","GSM446146"
"RPL37",13.70580039,12.81191018,13.38012232,13.57775079,13.66558649,13.4866264,13.59176865,13.85676456,13.77368777,13.3617574,13.76872446,14.02073023,14.04693967,13.82013432,13.87157373,14.25547933,13.88862685,13.66097591,13.64772813,13.78750919,13.90663178,13.54211924,12.99914774,13.29596309,13.1204503,13.19237976,12.64204757,13.10092506,12.82002102,13.01508485,12.73355069,12.91329029,13.16656913,13.59161023,13.10412079,13.62277522,13.08353202,13.22726254,12.88641736,12.65879907,13.06510469,11.56219127,12.57306081,13.01831221,13.28909852,11.75712102,13.80269239,13.66644931,13.49773276,13.67365831,13.3153174,13.48791841,13.83201914,13.54130379,14.25278034,13.65768452,14.03782314,13.62735777,13.83034452,14.01434148,12.54326662,13.83193705,13.59713948,13.79167906,13.87378565,13.77338612,13.43720964,13.29726303,13.11739623,13.33258951,13.16508495,13.54163031,12.84112743,13.26702821
"RPL30",13.40549982,12.12115172,13.22284224,13.38371403,13.2426155,13.25081101,13.4838896,13.75472866,13.52767457,13.10191499,13.57128671,13.73931507,13.67274421,13.63705648,13.6100861,14.16700542,13.60753282,13.47683144,13.608476,13.51585243,13.65412202,13.33196716,12.93034455,12.995087,12.94276409,13.04066453,12.51944446,12.88269141,12.63092323,13.01362191,12.27847848,12.9605154,12.42279716,12.99510449,12.83526009,13.46327745,12.81964215,13.0034906,12.82782539,12.32979049,12.75064573,11.37674137,12.38263127,12.42109255,13.04507727,11.16682673,13.54430831,13.41360611,13.24531061,13.49116073,13.06277055,13.19202294,13.19984072,13.3633423,13.9985464,13.54813143,13.59933324,13.47398058,13.20667368,13.68741542,12.33047536,13.83463241,13.17846513,13.66393103,13.78105927,13.66592965,13.20159999,13.11791986,12.92881499,13.45542358,13.01085257,13.39997446,12.88155829,13.26633868
"RPS4X",13.83331383,13.02258642,13.5383624,13.7282801,13.30011098,13.39812426,13.71008452,13.93216553,13.72110049,13.54408072,13.79142065,14.24085549,14.01093743,13.94132353,13.93514897,14.24717848,13.88382197,13.69601905,13.75625761,13.73951621,13.72095504,13.33854333,13.36111895,13.27585168,13.19938519,13.4166691,12.54076002,13.41166385,12.83937075,13.04879384,12.38803386,12.98112466,13.15039664,13.13106852,13.39112862,13.83321378,12.99295483,13.39613687,12.9366442,12.75357619,12.91892171,11.77597018,12.75231498,12.98766515,13.35557194,12.20574494,13.45924479,13.4670939,13.46590917,13.87242231,13.3650274,13.49483811,13.6650645,13.52646191,13.99261022,13.32310497,13.84016824,13.55017526,14.10136148,14.11966431,12.6137385,13.83767104,13.40285339,13.71883193,13.90765268,13.79919885,13.23993332,13.06445593,13.1309799,13.48874422,13.0889348,13.74037123,13.11536769,13.41580942
"RPL32",13.96049263,12.81065023,13.67583746,13.72871705,13.7165548,13.59474104,13.97692654,14.03130736,13.94452416,13.38197287,13.9107224,14.20846616,14.05143742,13.98753039,14.09999471,14.37474775,14.01615664,13.86784028,13.88015444,13.78618643,14.01521437,13.58413368,13.34120415,13.51597419,13.28430033,13.40896629,12.76371956,13.33165801,13.10376666,13.43006428,12.76426405,13.16151109,13.19561512,13.87509399,13.27728943,13.77540795,13.28349934,13.43793115,13.17216168,12.80419216,13.26191904,11.86357205,12.82514273,13.0546004,13.45514708,12.00237856,13.84029759,13.802569,13.65172491,13.87448803,13.45159767,13.67345683,13.95536561,13.58479442,14.27258595,13.73533275,14.02162772,13.8716223,13.75695523,14.14361297,12.68126238,13.99483498,13.75065169,14.05424461,14.07744883,13.98470344,13.68237779,13.44433032,13.37098226,13.72343381,13.44174361,14.00058808,13.26560593,13.48979213
"TMSB4X",13.32468848,12.10182151,13.12777363,13.39297761,13.92584225,13.50675216,12.94067264,13.78560048,13.85769436,12.82169263,13.12481147,13.13446844,13.7895958,13.16637873,12.78558436,13.33190433,13.68743862,13.30543741,13.533945,13.54795165,13.79120117,13.51136781,12.87687852,12.98678336,13.07956186,13.3599409,12.99772518,13.43123424,12.79250192,12.70878989,12.88512701,13.02643605,13.089762,13.29865384,12.5389695,12.92416427,12.67296361,12.91754862,12.80455283,12.38503167,13.23561581,10.93309028,12.34321724,12.96617438,13.10287349,12.17665563,13.34066024,13.17165321,13.26308549,13.2375435,12.76374515,13.02058628,13.48764567,13.16467364,13.68168174,12.29400663,12.9708224,13.09100426,13.03760244,13.46126691,11.56688905,13.38377382,12.80526785,12.89883267,13.36394734,13.39023986,13.02388781,13.23853073,13.06442302,12.85214149,12.67298705,12.84700562,12.57258495,12.93561242
"RPS17",14.00401195,12.86805907,13.70928616,13.72099762,13.47239399,13.30006261,13.67104945,14.09227467,13.92720161,13.57513537,13.81275949,14.11889017,14.03953007,13.89296416,13.99122673,14.28676932,13.73495846,13.68492421,13.77924875,13.76477475,13.98625077,13.51595339,13.16229584,13.26914317,13.142867,13.19032444,12.58238233,13.13111997,12.86382479,13.22249598,12.50642559,12.86789784,12.94365497,13.12866163,13.0740787,13.41655855,12.95098376,13.1252626,12.93105135,12.57416132,12.84565348,11.63860659,12.64280229,12.79385131,13.28608837,11.96994367,13.91808099,13.90127947,13.73096571,13.82161452,13.46739719,13.66762854,13.89572194,13.6577886,14.22405424,13.73563132,13.91751399,13.73347307,13.63889073,14.22029395,12.60033458,13.87348267,13.45567606,13.92883143,13.99548334,13.92627619,13.45638646,13.31917655,13.11198881,13.57417738,13.16881935,13.885253,13.00953031,13.28982457
"RPL9",13.76820885,12.73555722,13.48512686,13.60746549,13.3794251,13.37165744,13.67896544,14.03693924,13.79897936,13.3794219,13.79402993,14.06131165,14.0943974,13.80989156,13.96569684,14.31525123,14.01571193,13.74017762,13.66012511,13.64930053,13.88285724,13.42720553,13.04540541,13.25610281,13.05446683,13.23818223,12.59286041,12.96609545,12.83381074,13.16391057,12.54720296,12.96121514,12.95967342,13.31885062,13.04732492,13.57174485,12.93074673,13.12228076,12.70836549,12.47761237,12.88656712,11.50404044,12.4543592,12.84933633,13.27212247,12.04628873,13.78960353,13.78706719,13.54739111,13.97470502,13.41689507,13.51268461,13.81125096,13.67911987,14.31572893,13.6096685,14.19432536,13.67612641,13.97117914,14.1221891,12.70191338,13.93969131,13.46789046,13.86013752,13.94479997,13.89973783,13.37354593,13.22332772,13.01508396,13.38045859,13.06108139,13.61264446,12.94898702,13.27878748
"RPL11",13.10689264,11.80418189,12.95918801,13.2304038,12.67379693,12.86294369,13.22977959,13.53163496,13.38651635,12.80342417,13.43848215,13.4406112,13.43432813,13.32447196,13.38281542,13.70103505,13.4080014,13.33015244,13.26675171,13.24495735,13.30735138,12.8835626,12.57619844,12.63263814,12.85957959,12.94739669,12.29539912,12.60038512,12.42546866,12.81242862,12.09666338,12.52984818,12.55939053,12.58740689,12.38565575,12.85684778,12.15380047,12.78877312,12.4717847,12.15108814,12.33293658,11.12622771,12.19872193,12.22820059,12.79088833,10.99178149,13.37875539,13.06369311,12.99195825,13.14615087,12.76595771,12.8899001,13.44804973,13.2163623,13.70781108,12.94356798,13.46208996,13.30748936,13.23094595,13.50819556,12.23967436,13.50748825,12.88448469,13.28933975,13.6646102,13.54137748,13.03326506,12.75736891,12.65261394,13.09655791,12.9391061,13.36087292,12.65693642,12.98313241
"RPL3",13.10030758,11.23081044,12.66768732,12.85659804,11.80351345,12.06684101,12.59669841,13.06189028,12.6732755,12.42017367,13.39624748,13.2006228,13.15563925,12.70835889,13.07467543,13.48144369,12.72026182,12.77010464,12.67700338,12.75665984,12.7153885,12.49138665,12.57398766,12.39378549,12.45011991,12.34281822,11.48551025,12.15900247,12.11409432,12.4411423,11.43122976,11.87244756,11.98965314,12.20938152,12.41075393,12.85936387,12.18635163,12.48757388,12.23051121,11.75808457,11.83887048,11.06703135,11.9638973,11.81496455,12.20144045,10.51986612,12.4667907,12.6879772,12.56224955,12.62317243,12.31748419,12.48500503,12.84373215,12.73885282,12.92312384,12.47765889,12.85658941,12.65608232,12.83154131,13.46624393,11.92598035,12.69985254,12.46907012,12.96858913,13.48675881,13.10665994,12.46020181,12.11311304,12.40269272,12.89006712,12.49270493,13.05734787,12.4944708,12.5601185
"TMSB10",13.49926922,12.4847027,13.30531953,12.92290635,13.48935364,13.43039056,13.19843616,13.22771382,13.67685599,12.83855262,12.64869473,13.42261356,13.14958428,13.26318581,12.69529999,12.52690255,13.5241598,13.46485942,13.28552459,13.49771782,13.73071201,13.38118791,12.43586563,12.97066996,12.87765015,13.02163977,12.77350774,13.68662716,13.0317407,12.72723701,13.05124091,13.04893543,13.24998183,13.74824235,12.99503791,13.22997332,13.1990384,12.72196818,12.78867496,12.9685202,13.10029381,11.25900222,12.11971168,13.06797977,13.34017555,12.26409926,12.65705688,13.05517402,12.93664266,13.48933105,12.67840692,13.15243706,13.07267031,12.47028385,13.02627006,13.08938431,12.36872498,12.79865484,13.09733545,12.98101599,11.10766237,13.08399534,12.85642892,12.89317746,12.78223951,12.99070957,12.90350751,13.04468128,12.5348779,12.33710265,12.16066699,12.4434624,12.4812903,12.60171718
"UBC",12.6877469,11.2673769,12.428891,12.65319951,12.80932679,13.05691757,12.77271801,13.10460391,12.44658342,12.4462248,13.02726178,13.38461507,13.31993312,13.1935367,12.65550235,12.91277587,13.51673346,13.21434001,13.15336371,12.91464666,13.15362619,12.66144814,12.52080002,13.062542,12.75819544,13.18065125,12.84674515,12.78236466,12.14558024,12.66975807,12.54526635,12.65589479,12.51764353,12.92286073,11.93443034,12.31654557,12.24575367,12.32587426,12.32442839,12.32712729,12.66796141,10.67975376,11.87218795,12.43525367,12.46777073,10.91533105,11.9235423,12.78484858,12.1019647,13.18858251,12.3954341,12.32751141,12.93988961,11.75812936,13.06949458,13.33723635,12.24638606,13.28621755,12.70165512,12.51079868,10.68151099,13.24401236,11.87255536,12.96926616,13.27963514,12.91009431,12.58898821,12.40376184,12.6087285,12.48677778,12.50422751,12.87558257,12.46757838,12.67683435
"RPL34",13.67486539,12.60042509,13.43571797,13.57994869,13.47958392,13.44851589,13.715027,13.99865723,13.79153614,13.41173382,13.82762529,14.03282074,14.13874313,13.82785638,14.00583045,14.39021237,13.88465158,13.62542517,13.68112328,13.70179765,13.9431213,13.50366835,13.05630956,13.25235813,13.04871813,13.24941997,12.6197256,12.9822852,13.00963854,13.11585246,12.8103967,13.09512524,13.05877408,13.53035475,13.0290073,13.62562998,12.96063553,13.2799677,12.92052581,12.65762656,13.15422767,11.54856112,12.60789031,12.93889051,13.24611931,11.81317988,13.66190785,13.51026832,13.47192785,13.70037549,13.28772658,13.43752354,13.83718166,13.62212121,14.12559198,13.4716007,13.7362171,13.64098853,13.70552652,14.05250693,12.71895935,13.99899014,13.48099472,13.89189994,14.00759717,14.06228248,13.45847152,13.27684133,13.08546237,13.40228858,13.12368836,13.63042313,12.96153238,13.206803
"RPS3",13.37726099,11.67973567,13.22512551,13.22400221,12.83737282,12.41304607,13.18831168,13.57351996,13.38978749,12.93688337,13.37466999,13.70934781,13.6935014,13.20892991,13.58462753,14.00573715,13.49088823,13.19394161,13.20263082,13.25851321,13.33874402,12.77335535,12.69862156,12.73466103,12.7368788,12.65944242,11.94981732,12.84763442,12.32869393,12.7344348,11.15846329,12.23660759,12.18180201,12.31399412,12.51397586,13.02198842,12.3620749,12.73913224,12.46842646,12.14972923,12.44382778,11.15382387,12.14759005,11.98117939,12.55812661,10.46891513,13.26568629,13.31392955,12.98683192,13.13966144,12.92132934,13.08571182,13.35331692,13.30682264,13.60780932,13.03797265,13.5901089,13.22245713,13.32338895,13.59696834,12.04726689,13.34439143,12.81578506,13.30864624,13.53932126,13.41828007,12.78768489,12.5107448,12.54428017,13.01700083,12.77353971,13.22001695,12.69515559,12.86820865
"GAPDH",11.7615563,10.60913523,12.090135,12.7600258,12.00827463,12.63716208,13.04940158,12.99572489,12.79185733,12.37563304,13.08999423,13.25486226,13.04185524,12.93337543,12.72242415,13.54915743,13.18710874,13.19401715,13.14136038,13.19001741,12.78689942,12.22276044,12.48856756,12.53862234,12.84800468,12.87441369,12.29149529,12.70735584,12.30010064,12.8462995,11.53649067,12.55750366,11.94654028,12.63247507,12.23468388,12.74775571,12.36676209,12.84238356,12.23146459,12.35279275,12.62642306,10.91361995,12.02383751,11.49995821,12.68502743,10.52718571,12.77389747,12.89670183,12.54057309,12.22619105,12.13949432,11.93887323,12.75354414,12.63102341,12.79240046,12.81460987,12.57607283,12.8122747,12.67648002,12.82676436,11.43870738,12.85439369,12.08559889,12.59453834,13.36957372,13.22353451,12.49995905,12.2234415,12.59917762,12.82515321,12.60357901,13.12364599,12.5279418,12.641248
"UBB",12.95858615,11.83619193,12.75290991,12.67961181,12.39440597,11.93367629,12.8433033,13.15607673,12.7851394,12.69302623,13.12094227,13.23401904,13.37439724,12.68148176,13.13759889,13.24207367,13.1508036,12.90320455,12.86492655,13.00632598,13.04463877,12.53640113,12.47964859,12.65245959,12.39815187,12.66038495,12.09943213,13.00567324,12.18707821,12.83707669,12.0575281,12.36853518,12.23408222,12.56477739,12.41152048,12.7483367,12.64886247,12.31864828,13.04647711,12.13236016,12.71631004,10.91952723,12.14612574,12.28103331,12.43921824,11.31384187,13.18880598,12.82512273,12.94648346,13.37773047,12.7262446,12.9148607,13.06148622,12.74675771,13.1791055,12.59004814,13.81971173,12.96365499,13.0805762,13.28667801,11.66499011,12.97424841,12.39104004,12.90012883,13.04936675,12.99576804,12.38565896,12.32574219,12.29232873,12.42160011,12.33684105,12.65088598,12.27654853,12.5405682
"MPO",11.75786926,10.2667543,11.95842986,12.55605616,10.87351944,11.22101449,10.66983644,12.73044317,12.09591626,11.80705704,11.47285497,12.27723601,12.25143337,11.76553616,10.75320533,11.7808559,11.17624547,10.81524158,13.00807173,11.76951651,12.28481784,11.47830349,12.46121598,12.15643699,12.79525509,12.33026705,11.09498568,13.291222,12.80389983,13.43886534,10.89938458,13.03939383,12.13104134,12.89480762,12.85759902,13.26778196,12.95148384,13.60551661,12.8691946,12.49763439,13.65818126,11.55512553,12.75669838,10.71659587,13.35127258,11.07741258,12.60020214,12.29444163,11.61271928,10.76144,11.54916452,12.35621324,11.70586499,13.18916351,11.42592251,12.06411493,12.28367119,11.5077414,11.44945381,12.95413836,11.4602398,11.44585793,12.3906989,12.86570602,12.9285,12.96009518,11.90989619,11.1868319,12.20781974,13.48631509,12.94748963,13.14553885,12.65239948,11.94028415
"RPL19",13.24194599,11.49204567,12.95958001,12.95733257,12.48675494,12.83904216,12.86502214,13.24252236,13.01590025,12.56759452,13.25571694,13.50548801,13.18248245,12.87625848,13.19151986,13.62535319,13.25964709,13.15766004,12.92959745,12.77870241,13.00043121,12.7716498,12.68636117,12.74985216,12.76038159,12.87648923,12.23569897,12.45813446,12.06376616,12.63598274,11.59330508,12.24350511,12.23897795,12.70808195,12.52552986,13.13648653,12.48836361,12.81215454,12.35052439,12.00578896,12.29967102,11.32981441,12.07178737,11.98074023,12.50148389,10.72265801,12.91517879,12.75778827,12.7006655,12.76333729,12.54478719,12.84484186,13.11036696,12.96105966,13.00601243,12.85445228,13.13574036,12.8457652,12.84660538,13.24516081,11.70369865,13.00216118,12.57713643,13.08251555,13.41000949,13.04417344,12.69125077,12.4520929,12.74365251,12.98163672,12.76332637,13.30382721,12.66784426,12.82578904
"RPL6",13.1265705,11.72393377,13.06390804,13.21362535,12.62735549,12.81789649,12.98382009,13.30994106,13.12381094,12.7874825,13.4018117,13.54321533,13.54280626,13.05697296,13.26266626,13.67866299,13.36552381,13.41962293,13.11585989,13.14035894,13.10860452,12.79829634,12.70693462,12.98954236,12.9060547,13.02311931,12.33915683,12.44058071,12.20873163,12.78537158,11.82621567,12.39525954,12.45218983,12.70988237,12.67696393,13.19778796,12.57175076,12.89527999,12.19851454,12.18846196,12.42349482,11.25522195,12.12140453,12.22108367,12.7651841,11.2138295,13.07907833,12.87323491,13.00951856,12.89110459,12.5526964,12.84121213,13.31395504,12.95569529,13.51861361,13.03363719,13.41563509,13.12648256,13.29689117,13.4532879,12.06564134,13.16300673,12.80091291,13.25645916,13.66253654,13.43628566,12.87614782,12.64473858,12.55972366,13.04803242,12.85711883,13.2321523,12.71356321,13.1018215
"EEF2",12.14726042,9.700714743,11.75714832,12.06284988,11.3676495,11.69021002,11.75087845,12.22032333,11.75221065,11.57441476,12.11253548,12.38894651,12.3937741,11.71616826,12.21930077,12.48513309,12.02046721,12.06597583,12.14799883,11.74928847,11.98397271,11.84541512,11.76059041,11.81090152,11.84694284,11.92333181,11.08137854,11.31635487,11.66720484,11.69438858,10.53083947,11.33099691,10.86954357,11.65619219,11.48467392,12.13717626,11.29978029,12.08080136,11.29059623,11.16510329,11.47828692,10.0700933,11.306797,11.24875509,11.45320728,9.953053103,11.89096154,11.51235225,11.19296883,11.55124533,11.15905874,11.87304184,11.94436813,11.92365613,11.90973017,11.66739023,11.28264414,12.39833385,11.41714712,12.36885832,10.688022,11.87754764,11.49764854,12.28190909,12.55865244,12.27269352,11.69620441,11.47660359,11.78155021,11.79965059,11.77545243,12.36024005,11.53113294,11.86344826
"RPL27",13.420002,12.12141767,13.00112013,13.28431405,13.37616995,13.07036222,13.20406669,13.49146677,13.39509978,12.92180561,13.43673926,13.69729299,13.69728259,13.37369675,13.56221491,13.81151877,13.35074367,13.31846767,13.41242928,13.44507685,13.48582463,13.1294204,12.81044201,12.88975049,12.76935974,12.88424733,12.35143251,12.81041048,12.44172064,12.92222317,12.19218948,12.62424378,12.31689112,12.80315882,12.65195628,13.18127937,12.59548807,12.74840679,12.55068105,12.2965453,12.71218413,11.13511664,12.2523764,12.46814134,12.84474788,11.33335951,13.34289375,13.08237165,13.12149366,13.14598881,12.87786012,13.13909151,13.39000934,13.27170859,13.82827829,13.27438442,13.42265798,13.32594485,13.08935452,13.56116533,12.15563369,13.51242319,13.09350747,13.50484751,13.55291079,13.48655679,13.0102571,12.84628976,12.83734642,13.03240372,12.73406126,13.09804607,12.58319553,13.03223781
"RPL12",13.15240419,11.82168631,13.08500435,13.11338776,12.81788564,12.70533499,13.12081243,13.30994358,13.24522797,12.72838828,13.38957436,13.76414959,13.49996048,13.28106521,13.39744361,13.78107223,13.31986055,13.24998158,13.17225325,13.01426975,13.25070656,12.84899023,12.5987898,12.59092733,12.4906085,12.69879141,11.93075789,12.26120681,11.9176116,12.59817908,11.57910702,12.10703159,12.14116012,12.51096987,12.23665077,12.86936378,12.31935267,12.60192476,12.30858444,11.9624314,11.95125698,11.07860228,11.55683077,11.81043988,12.45053034,10.52824208,13.26342474,13.31768428,12.93100518,13.2809098,12.81364012,12.83770408,13.23461249,13.04477392,13.49001445,12.84714065,13.38141618,13.10467382,13.13432272,13.65982056,12.1224526,13.27644081,12.83728989,13.37393698,13.61793786,13.43019593,12.86654561,12.5394179,12.61103428,12.86198982,12.59954514,13.41849529,12.6550316,12.94921629
"FTL",12.74397683,9.913367353,12.31827791,12.28518078,12.70507557,13.02139932,12.29858789,12.28237171,12.6922282,11.50066558,12.67504253,12.72670985,12.46069923,12.87613014,12.5949368,13.11780502,13.12367503,13.23878663,13.12092407,12.29927397,12.88257006,12.46721829,11.93464904,11.98990454,12.60463394,12.67280783,12.77606186,12.53959624,11.69134861,12.45313402,11.76989453,12.23892265,11.26250965,11.78747284,11.34713025,11.57165994,11.73367969,11.71370573,12.05339697,11.5371218,12.06971238,9.925931996,11.70481902,11.43812886,11.94881321,9.928416634,11.94238479,12.44532109,11.8043627,12.17144126,11.49754133,11.65968822,12.08349043,11.43648737,12.02185457,12.61447666,11.46417369,12.92632648,11.73099326,12.68784717,9.907157919,12.82269674,11.40505651,12.32378238,13.09795751,13.26766104,12.13347278,11.74466177,12.22153474,12.13978896,11.32173599,12.84638393,12.00372534,11.96327054
"HLA-A",12.64185305,10.21645688,11.82993184,12.08482363,13.00877059,13.11806603,12.11112067,12.34380265,12.58837407,11.94461753,12.19070762,12.53346591,12.29598016,12.62148138,12.54746147,12.74178174,12.95524412,12.78698147,12.47140163,12.45321582,12.34655133,12.78135309,12.10333272,12.11922662,12.40144947,12.89097365,12.41812112,12.68510164,12.41801646,12.74138101,12.27694729,13.03235633,12.24203592,12.85911286,12.33032333,12.28904669,11.83631409,12.14863111,13.19278956,12.34951342,12.42541167,11.00231524,12.33010852,12.3744498,12.26046176,11.05633331,12.86093692,12.06684291,12.183968,13.03629464,11.76940392,12.14313269,12.17616342,12.01368529,12.70503781,12.12055529,10.88443336,12.80674958,12.24251092,12.55868967,10.4773236,12.93863187,12.52650908,12.7692572,12.73022795,12.61448638,12.8899028,12.66016193,12.51400307,12.93875251,12.84937864,12.44722728,12.21799272,12.05087104
"PABPC3",11.73790022,11.13529641,11.78900889,12.18928814,12.16066657,12.10662433,11.64652879,12.49394626,12.31054916,11.73800885,12.44751132,12.66103442,12.65620758,12.13383787,12.26073541,13.06975338,12.37405083,12.46850475,12.33197896,12.08406143,11.81165147,11.85895733,11.70606939,12.06119345,12.09733358,12.08375626,11.72358704,11.44292682,11.09609518,12.17780349,11.111729,11.61690833,11.2688835,11.51113634,11.70786206,12.08932065,11.53758225,11.81514769,11.13822614,11.3018593,11.43960381,10.1622205,11.3422617,11.33856486,11.6521563,10.2162071,11.90093391,11.67901855,11.63558599,11.70580377,11.36520955,11.63903616,12.19063617,12.22044748,12.36552316,11.96921041,11.47007925,11.99829384,11.64518157,12.13160705,10.83364096,12.52211594,11.89259074,11.92291409,12.40753236,12.30382633,11.66708465,11.73465375,11.72848016,12.10979099,12.02512544,12.24687694,11.78071626,12.34740409
"RPL8",12.81005345,11.08107188,12.72631897,12.95983638,12.50095151,12.58440588,12.58653727,13.06141767,13.04473733,12.5953605,13.00089158,13.25738572,12.87768091,12.87436614,12.88258635,13.75027257,13.11153194,13.03880668,13.0981659,12.94092404,12.98673528,12.6114682,12.38759813,12.54506083,12.69396019,12.6814337,12.13801289,12.4824058,12.12180003,12.66308814,11.32138433,12.16384156,11.6500101,11.9528089,12.05280744,12.59872614,12.01892832,12.35872471,12.34597183,11.84972646,12.20601997,10.84382633,11.74976256,11.57090717,12.30194206,10.28599272,12.85696007,12.9686644,12.69221622,12.69249269,12.05307438,12.58646238,12.88302772,12.92988014,12.88040773,13.25956837,12.53646282,12.91555935,12.54325533,12.8456997,11.58448006,13.49530249,12.32610116,13.30057202,13.20782634,13.27335026,12.50085807,12.18621292,12.07105009,13.23527611,12.72425711,13.15958209,12.49959692,13.06116189
"EIF3L",12.94145084,11.02866183,12.56545907,12.78524906,12.42808864,11.86013987,12.37093732,12.80270193,12.54460776,12.1178776,13.3343584,13.30818951,13.08147134,12.25386594,12.97283679,13.45235255,12.73904372,12.8311775,12.71416824,12.8173503,12.6417676,12.42291453,12.73762541,12.26591058,12.41287534,12.37404787,11.70081802,12.12045372,11.82072861,12.04686047,10.95212592,11.40840696,11.37328345,11.6055903,12.12439808,12.49661781,11.87447308,12.15947711,11.22092892,11.61074518,11.55448532,10.49023845,11.56537388,11.6409769,11.74551424,10.92680127,12.36699473,12.23566264,12.10419121,12.17037192,12.08245627,12.44787431,12.64385719,12.72953715,12.6382984,12.28091346,12.28871446,12.6668982,12.33300045,12.77310354,11.52737399,12.48140669,12.10800821,12.74127583,13.10378801,12.73310488,11.94108322,11.63920877,12.15777116,12.02179044,12.04467088,12.69472874,12.09665326,12.46471426
"RPS25",12.81057212,11.49134366,12.55572189,13.00154092,12.41380926,12.76130162,12.89255193,13.31554968,13.14656978,12.76963367,13.24098218,13.42455094,13.43788256,13.13654751,13.23394393,13.69536505,13.24496393,12.9426741,13.06512611,13.06084119,13.16080051,12.75151362,12.35474563,12.43866782,12.4361235,12.54791017,12.01604352,12.39702686,12.05565459,12.57220304,11.78596259,12.34078623,12.3117452,12.19729093,12.18530403,12.98217039,12.15087604,12.62462102,11.71790589,11.94458898,12.22398929,10.97514547,11.89376104,12.1265945,12.76671427,11.09985417,13.29574711,12.88220044,12.77583202,12.76861355,12.43832951,12.47162339,13.08853837,13.03181279,13.60099039,12.77727746,13.55390608,13.0012742,13.1963074,13.41320833,12.29575972,13.2743835,12.77747178,13.12131921,13.45513181,13.28155876,12.75721041,12.57991674,12.41782517,12.46847379,12.60681783,12.63300188,12.36409405,12.67070626
"UBA52",12.73162722,11.21364836,12.43432344,12.55589269,12.31442295,12.46279165,12.50545178,12.65299707,12.56455358,12.02611178,12.58425009,12.93388194,12.78149984,12.64186218,12.781303,12.9622534,12.76041452,12.75995204,12.67790966,12.50022379,12.8100299,12.30157066,12.0671127,12.05228912,12.21538575,12.27802489,11.88739375,12.10332019,11.8040458,12.27670267,11.36894285,11.80042863,11.60682941,12.1386778,11.80039021,12.25039752,11.86879375,12.10516771,12.0042559,11.63114592,11.92889847,10.67005903,11.56439531,11.67310216,12.11732085,10.69760165,12.63216776,12.37181482,12.19663023,12.33885152,11.86455985,12.29968356,12.58983661,12.46758638,12.52881342,12.55500036,12.5676926,12.49402095,12.24250192,12.58463368,11.39930994,12.64856214,12.09062798,12.63281979,12.85594985,12.80230831,12.06304707,11.94200125,12.00865835,12.2873503,12.01263251,12.58483264,12.08718267,12.35745221
"RPS5",13.03277438,11.24328066,12.81583896,13.1503884,12.19602452,12.1355499,12.9610101,13.2548314,12.97270014,12.60156219,13.40411973,13.48114546,13.27864004,12.7926213,13.07215714,13.78065521,12.85399327,13.05162888,13.13105167,12.98345712,12.75691983,12.58595468,12.83689431,12.49379042,12.79561838,12.63704839,11.89597492,12.62829465,12.19976416,12.78292424,10.78077786,11.97528704,11.77638951,12.4132812,12.34990175,12.78513409,12.39242763,12.65871337,12.31016289,12.11099479,12.23106843,11.09559035,12.09471451,11.65725464,12.33782023,10.65826523,13.21233665,13.01732586,12.88066799,12.8219133,12.60402204,12.93531989,13.11749354,13.08440464,13.08244118,12.7711585,13.26978902,12.91716458,12.7211431,13.46588307,12.03799813,13.17720334,12.53832409,13.18644133,13.65054293,13.4266904,12.61366402,12.38532373,12.6175793,13.02684671,12.72645887,13.22693015,12.73387039,13.00173184
"RPL24",12.67382935,11.14363628,12.61619769,12.62798831,12.23163264,12.09863311,12.60980819,12.91197997,12.67605937,12.37227678,12.92125183,13.09724888,12.9876261,12.79829682,12.92845687,13.27796155,12.85824327,12.74543959,12.72729866,12.85169531,12.78634901,12.28800257,11.90241048,12.05754067,12.10770206,12.2824883,11.58079041,11.97379544,11.5665377,12.34573587,11.54660117,11.91670707,11.79749682,12.1529193,11.81733286,12.47243686,11.76517627,12.13898138,11.70795507,11.56178094,11.49250823,10.46186853,11.54126464,11.86755455,12.17519576,10.4247959,12.71949766,12.76773819,12.44998942,12.72526537,12.17270906,12.38519366,12.84728037,12.54148174,13.27334641,12.32887544,13.0036026,12.79794581,12.77128261,12.93921959,11.89416443,13.09207614,12.31278305,12.89280074,13.23617731,12.98482601,12.34871614,12.10209259,11.96265053,12.18384452,12.14119385,12.54604187,12.13751316,12.4046278
